name,department,price,user_email,purchase_date
Mediocre Concrete Computer,Games & Shoes,64.53,nathanael@hotmail.com,2016-01-07
Fantastic Concrete Bench,Games & Jewelery,64.06,fredy@yahoo.com,2015-12-28
Small Copper Pants,Shoes & Grocery,41.71,jacquelyn_krajcik@hotmail.com,2015-12-19
Awesome Steel Knife,Home,68.58,amara@yahoo.com,2016-01-02
Ergonomic Granite Bench,"Shoes, Garden & Baby",99.87,gaetano_wunsch@hotmail.com,2015-12-27
Mediocre Bronze Gloves,Sports & Games,1.9,june@gmail.com,2016-01-02
Mediocre Wool Plate,Electronics & Outdoors,46.73,pasquale.murphy@hotmail.com,2015-12-14
Small Linen Chair,"Automotive, Electronics & Industrial",94.78,bettye@yahoo.com,2015-12-31
Fantastic Steel Gloves,Movies & Jewelery,72.25,oceane@gmail.com,2015-12-14
Synergistic Rubber Gloves,Sports,44.41,travon_ward@hotmail.com,2016-01-07
Ergonomic Aluminum Bottle,Kids & Music,49.49,fernando@gmail.com,2016-01-03
Rustic Linen Shirt,Toys,22.03,priscilla@hotmail.com,2016-01-01
Fantastic Steel Lamp,Beauty,29.55,alyon_steuber@hotmail.com,2015-12-15
Sleek Copper Pants,Home,8.3,alec@hotmail.com,2015-12-29
Sleek Aluminum Pants,Books & Industrial,87.75,salma@yahoo.com,2016-01-01
Incredible Marble Shirt,Outdoors & Jewelery,88.7,nels@hotmail.com,2016-01-10
Intelligent Leather Car,"Automotive, Beauty & Music",9.71,madalyn.baumbach@hotmail.com,2015-12-27
Fantastic Wool Keyboard,Games & Health,71.67,montana@gmail.com,2015-12-20
Synergistic Bronze Wallet,Jewelery & Clothing,25.77,thora@yahoo.com,2016-01-05
Awesome Cotton Plate,Books,32.24,alize_monahan@gmail.com,2015-12-23
Lightweight Granite Computer,Beauty & Tools,32.05,mariane@gmail.com,2016-01-02
Mediocre Plastic Computer,Tools,23.87,maxime@gmail.com,2015-12-19
Practical Steel Chair,Kids,87.17,zane.bergstrom@yahoo.com,2016-01-04
Gorgeous Granite Car,Shoes,33.97,mekhi@hotmail.com,2015-12-26
Fantastic Cotton Wallet,Kids,13.14,peyton.schinner@gmail.com,2015-12-20
Sleek Cotton Hat,Outdoors,60.29,muriel@yahoo.com,2015-12-29
Ergonomic Rubber Wallet,"Electronics, Sports & Kids",34.34,kyla@gmail.com,2015-12-22
Heavy Duty Linen Table,Computers,18.9,conor_altenwerth@yahoo.com,2016-01-05
Ergonomic Concrete Shirt,Jewelery,95.07,haley@yahoo.com,2016-01-05
Small Cotton Chair,Beauty,33.23,rickie@hotmail.com,2016-01-06
Enormous Marble Shoes,"Grocery, Beauty & Jewelery",68.34,felipa@yahoo.com,2015-12-24
Aerodynamic Aluminum Wallet,Shoes,12.06,stephany@gmail.com,2015-12-15
Rustic Copper Chair,Outdoors & Grocery,8.44,laila.prohaska@hotmail.com,2016-01-02
Intelligent Wool Gloves,Games & Home,0.92,anderson@hotmail.com,2015-12-22
Incredible Steel Shoes,Movies,76.59,ezra_bergnaum@hotmail.com,2015-12-24
Synergistic Copper Plate,Electronics & Jewelery,23.38,adell@gmail.com,2016-01-08
Sleek Linen Bag,Music,74.47,jailyn.zemlak@hotmail.com,2015-12-21
Gorgeous Rubber Bench,"Kids, Outdoors & Games",61.09,carlo@yahoo.com,2015-12-18
Intelligent Marble Shoes,Sports & Music,93.43,megane@gmail.com,2015-12-16
Synergistic Leather Wallet,"Automotive, Baby & Jewelery",97.23,emilie_schaden@hotmail.com,2015-12-22
Sleek Iron Watch,"Baby, Tools & Kids",55.97,diamond.wuckert@gmail.com,2016-01-11
Small Paper Car,Jewelery,3.95,johnson@hotmail.com,2016-01-01
Gorgeous Marble Bottle,"Computers, Movies & Automotive",98.01,austyn@yahoo.com,2015-12-23
Awesome Linen Bench,Toys & Jewelery,16.42,margaretta@gmail.com,2015-12-28
Gorgeous Concrete Chair,Beauty & Health,38.08,gina.turner@yahoo.com,2016-01-09
Synergistic Steel Pants,Shoes,1.43,gordon_crona@yahoo.com,2015-12-14
Incredible Marble Bench,Toys & Beauty,98.56,billy@gmail.com,2015-12-30
Sleek Concrete Chair,"Grocery, Games & Outdoors",3.33,reece.roob@hotmail.com,2016-01-04
Lightweight Iron Hat,"Toys, Grocery & Books",50.47,gayle@yahoo.com,2015-12-28
Synergistic Marble Coat,Movies & Tools,23.02,laury@yahoo.com,2015-12-15
Fantastic Linen Pants,"Beauty, Books & Industrial",7.26,guido@yahoo.com,2016-01-06
Awesome Plastic Pants,Movies,15.79,rahul_douglas@hotmail.com,2016-01-02
Lightweight Paper Computer,Home,77.13,cornell@gmail.com,2015-12-31
Enormous Wooden Watch,Health,27.32,lavern@yahoo.com,2015-12-14
Fantastic Wool Bag,Sports,71.36,rosie@gmail.com,2015-12-18
Ergonomic Aluminum Hat,Movies & Outdoors,46.85,hollis@yahoo.com,2015-12-16
Rustic Silk Clock,"Industrial, Garden & Books",53.92,leta_wisoky@hotmail.com,2015-12-19
Synergistic Wooden Plate,Grocery,99.97,maximus@hotmail.com,2016-01-02
Awesome Bronze Lamp,Tools,44.11,rashawn_zieme@hotmail.com,2016-01-10
Sleek Silk Bag,Books & Jewelery,80.39,sarina_hayes@hotmail.com,2016-01-07
Ergonomic Silk Bag,Outdoors & Kids,97.23,diego@gmail.com,2016-01-05
Small Leather Table,"Outdoors, Shoes & Health",75.94,scot@hotmail.com,2016-01-07
Awesome Copper Lamp,Sports,23.76,pearlie@hotmail.com,2016-01-06
Enormous Leather Clock,Music,97.43,ignacio@gmail.com,2015-12-20
Fantastic Wool Wallet,Electronics,31.87,lauriane_zieme@gmail.com,2015-12-29
Fantastic Silk Hat,"Computers, Shoes & Electronics",63.63,chet.beahan@yahoo.com,2015-12-29
Practical Concrete Chair,Toys,12.74,sally_murray@hotmail.com,2015-12-31
